gre_score,gre_score_quant,gre_score_verbal,test_score_toefl,undergraduation_score,work_ex,papers_published,university_name,status,ranking,SOP,LOR 
316,164,152,106,2.9,9,3,northeastern_university,accept,15,4.5,4.5
314,163,151,114,3.53,7,3,northeastern_university,accept,15,4,4.5
307,160,147,88,3,36,0,northeastern_university,accept,15,3,3.5
330,169,161,113,2.4,48,3,northeastern_university,accept,15,3.5,2.5
316,163,153,99,2.71,30,0,northeastern_university,accept,15,2,3
311,163,148,107,3.22,0,0,northeastern_university,accept,15,4.5,3
306,155,151,113,3.12,12,0,northeastern_university,accept,15,3,4
325,168,157,106,2.65,8,3,northeastern_university,accept,15,3,4
324,167,157,104,3.44,0,0,northeastern_university,accept,15,2,1.5
317,159,158,114,3.52,4,1,northeastern_university,accept,15,3.5,3
324,167,157,108,3.12,6,2,northeastern_university,accept,15,3.5,4
305,161,144,0,3.28,13,0,northeastern_university,accept,15,4,4.5
324,169,155,112,2.88,8,0,northeastern_university,accept,15,4,4.5
318,170,148,102,2.8,4,0,northeastern_university,accept,15,4,3
312,164,148,65,3.68,5,0,northeastern_university,accept,15,3.5,2
319,165,154,99,2.87,30,2,northeastern_university,accept,15,3.5,2.5
306,157,149,100,3.56,20,0,northeastern_university,accept,15,4,3
304,157,147,95,2.82,0,0,northeastern_university,accept,15,4,3
306,157,149,111,3.55,0,0,northeastern_university,accept,15,4,3
332,170,162,115,2.75,9,0,northeastern_university,accept,15,3.5,3
317,162,155,101,3.46,48,0,northeastern_university,accept,15,3,2
309,163,146,102,3.1,33,0,northeastern_university,accept,15,3,2
320,168,152,99,3.3,25,3,northeastern_university,accept,15,5,5
305,153,152,107,2.75,24,0,northeastern_university,accept,15,5,4.5
323,164,159,110,3.12,12,0,northeastern_university,accept,15,4,3.5
318,166,152,104,3.47,9,3,northeastern_university,accept,15,4.5,4.5
327,167,160,115,3.19,2,0,northeastern_university,accept,15,4.5,3.5
320,168,152,107,3.52,41,3,northeastern_university,accept,15,1.5,2.5
324,163,161,110,3.64,28,0,northeastern_university,accept,15,2,2
311,155,156,101,3.13,0,0,northeastern_university,accept,15,1.5,2
318,165,153,112,3.66,36,3,northeastern_university,accept,15,3,3
315,160,155,106,3.76,4,0,northeastern_university,accept,15,4,4
321,164,157,104,2.88,15,0,northeastern_university,accept,15,3,4.5
317,163,154,112,3.4,11,3,northeastern_university,accept,15,4,4
332,170,162,114,3.28,32,2,northeastern_university,accept,15,4,5
316,167,149,103,3.45,19,0,northeastern_university,accept,15,5,5
313,161,152,106,3.33,0,0,northeastern_university,accept,15,4,4
315,158,157,100,3,0,0,northeastern_university,accept,15,1,2
316,164,152,98,3.26,33,0,northeastern_university,accept,15,3,1.5
319,163,156,112,3.4,0,0,northeastern_university,accept,15,4,3.5
318,162,156,108,3.8,20,3,northeastern_university,accept,15,3.5,3
322,165,157,118,3.56,1,0,northeastern_university,accept,15,2.5,2.5
312,161,151,108,3.33,2,0,northeastern_university,accept,15,2.5,2
320,167,153,107,3.5,0,3,northeastern_university,accept,15,4.5,4
318,166,152,110,3.14,6,0,northeastern_university,accept,15,4.5,4
320,165,155,108,3.46,5,3,northeastern_university,accept,15,5,4
318,167,151,108,2.94,24,0,northeastern_university,accept,15,4,5
320,170,150,107,3.68,4,0,northeastern_university,accept,15,4.5,4
315,165,150,114,3.8,1,0,northeastern_university,accept,15,3.5,5
308,153,155,75,3.21,50,0,northeastern_university,accept,15,3,4
310,161,149,100,2.92,4,0,northeastern_university,accept,15,2.5,4.5
338,168,170,119,3.68,6,0,northeastern_university,accept,15,1.5,3.5
315,165,150,105,2.59,9,3,northeastern_university,accept,15,4,3
313,161,152,114,3.82,1,0,northeastern_university,accept,15,4,2.5
308,156,152,102,3.06,7,3,northeastern_university,accept,15,3,3.5
312,162,150,106,2.96,0,0,northeastern_university,accept,15,3,3
312,163,149,107,3.24,25,0,northeastern_university,accept,15,2,3
316,163,153,102,3.05,6,0,northeastern_university,accept,15,4,2
316,165,151,110,3.08,9,0,northeastern_university,accept,15,3,2
316,164,152,108,3.82,3,3,northeastern_university,accept,15,2,2
324,169,155,108,3.29,30,2,northeastern_university,accept,15,3,3
317,161,156,114,2.8,10,0,northeastern_university,accept,15,4,3
310,167,143,101,3.19,0,3,northeastern_university,accept,15,3,3
329,170,159,108,3.38,16,0,northeastern_university,accept,15,4,3
310,161,149,106,3.14,60,0,northeastern_university,accept,15,3,3.5
316,161,155,101,3.5,1,0,northeastern_university,accept,15,3.5,3.5
316,162,154,100,3.46,0,0,northeastern_university,accept,15,3,3
317,160,157,111,2.61,36,0,northeastern_university,accept,15,3.5,3.5
321,168,153,109,3.27,2,0,northeastern_university,accept,15,3.5,4
318,169,149,100,2.89,30,0,northeastern_university,accept,15,4.5,4
311,161,150,102,3.66,16,0,northeastern_university,accept,15,5,5
319,163,156,113,3.44,10,0,northeastern_university,accept,15,5,5
325,170,155,110,3.44,33,0,northeastern_university,accept,15,5,5
320,167,153,104,3.46,24,0,northeastern_university,accept,15,4.5,4
320,168,152,101,3.44,17,0,northeastern_university,accept,15,3,5
327,165,162,109,2.87,30,0,northeastern_university,accept,15,2,4
314,162,152,104,2.96,43,0,northeastern_university,accept,15,3,3
319,167,152,110,3.14,24,0,northeastern_university,accept,15,3,2
326,164,162,110,2.96,31,0,northeastern_university,accept,15,3,2
327,170,157,109,3.33,8,0,northeastern_university,accept,15,1.5,2
320,166,154,102,3.42,22,0,northeastern_university,accept,15,2,3
314,162,152,105,3.47,14,0,northeastern_university,accept,15,5,5
306,146,160,101,3.59,60,0,northeastern_university,accept,15,5,4.5
324,170,154,113,3.56,31,2,northeastern_university,accept,15,4,4.5
313,164,149,103,2.4,27,3,northeastern_university,accept,15,4.5,4.5
316,164,152,105,3.42,24,3,northeastern_university,accept,15,4.5,3.5
317,165,152,106,3.62,0,3,northeastern_university,accept,15,4.5,3.5
311,163,148,102,3.41,28,0,northeastern_university,accept,15,3.5,3
305,160,145,75,3.63,6,0,northeastern_university,accept,15,4.5,3.5
322,155,167,109,3,20,3,northeastern_university,accept,15,4.5,3.5
311,160,151,107,2.7,60,0,northeastern_university,accept,15,4,4
320,165,155,103,3.59,4,0,northeastern_university,accept,15,5,3.5
321,167,154,111,3.6,6,0,northeastern_university,accept,15,4,3
317,166,151,104,3.43,6,0,northeastern_university,accept,15,3,3
316,164,152,106,3.07,28,0,northeastern_university,accept,15,2,2.5
315,164,151,108,3.62,1,0,northeastern_university,accept,15,1.5,2.5
321,163,158,109,3.16,44,0,northeastern_university,accept,15,3,3
329,166,163,114,2.66,18,0,northeastern_university,accept,15,4,4
320,170,150,104,3.86,2,1,northeastern_university,accept,15,5,4.5
319,163,156,110,3.14,60,0,northeastern_university,accept,15,4,4
314,162,152,108,3.73,2,0,northeastern_university,accept,15,3.5,3.5
314,166,148,107,3.05,18,0,northeastern_university,accept,15,2.5,3
314,160,154,109,2.96,24,0,northeastern_university,accept,15,4,3.5
322,168,154,108,2.5,7,2,northeastern_university,accept,15,4.5,4
307,158,149,104,3.68,1,0,northeastern_university,accept,15,3.5,3
306,157,149,114,3.15,0,3,northeastern_university,accept,15,4,4.5
313,164,149,110,2.9,7,0,northeastern_university,accept,15,4.5,4.5
309,162,147,101,3.8,0,0,northeastern_university,accept,15,3.5,4.5
317,169,148,75,2.88,26,2,northeastern_university,accept,15,5,5
315,162,153,109,3.89,1,0,northeastern_university,accept,15,5,4
318,161,157,114,3.26,33,0,northeastern_university,accept,15,3,3
309,160,149,75,3.37,30,0,northeastern_university,accept,15,4,4
327,168,159,0,3.74,0,0,northeastern_university,accept,15,3.5,3.5
299,148,151,75,2.62,55,0,northeastern_university,accept,15,4,3.5
321,167,154,109,3,0,0,northeastern_university,accept,15,3.5,3
319,162,157,106,3.34,36,0,northeastern_university,accept,15,4.5,4.5
317,163,154,118,3.5,15,2,northeastern_university,accept,15,4,3.5
328,170,158,114,2.99,17,0,northeastern_university,accept,15,2,2.5
318,168,150,100,3.08,14,0,northeastern_university,accept,15,3,3.5
331,165,166,115,2.35,46,0,northeastern_university,accept,15,3,3.5
310,156,154,105,3.38,5,3,northeastern_university,accept,15,5,5
327,164,163,117,3.28,16,0,northeastern_university,accept,15,4.5,4.5
309,160,149,101,3.5,24,3,northeastern_university,accept,15,1.5,2.5
317,165,152,114,2.64,24,0,northeastern_university,accept,15,3.5,3.5
313,164,149,75,3.57,12,0,northeastern_university,accept,15,2.5,3
314,159,155,111,2.7,52,0,northeastern_university,accept,15,2,3
321,170,151,100,3.36,3,0,northeastern_university,accept,15,4,3
318,163,155,109,2.4,49,0,northeastern_university,accept,15,2.5,2
318,163,155,114,2.94,24,0,northeastern_university,accept,15,3.5,3
315,160,155,75,3.01,13,0,northeastern_university,accept,15,5,5
313,169,144,100,3.07,20,0,northeastern_university,accept,15,4,4.5
317,166,151,102,3.5,13,0,northeastern_university,accept,15,5,4.5
312,160,152,107,2.96,17,0,northeastern_university,accept,15,3.5,3.5
326,165,161,100,2.84,0,0,northeastern_university,accept,15,4,4.5
320,161,159,113,2.7,82,0,northeastern_university,accept,15,4,4
316,162,154,107,3.19,4,3,northeastern_university,accept,15,3.5,4
322,167,155,108,3.16,60,0,northeastern_university,accept,15,5,4
325,169,156,112,3.38,5,0,northeastern_university,accept,15,1.5,3
318,163,155,108,3.32,18,0,northeastern_university,accept,15,4.5,3
318,170,148,101,3.25,7,0,northeastern_university,accept,15,3.5,3.5
308,163,145,75,3.1,12,0,northeastern_university,accept,15,4,3
313,163,150,101,3,18,0,northeastern_university,accept,15,4.5,3.5
327,164,163,111,3.46,22,0,northeastern_university,accept,15,4,3.5
312,163,149,105,2.7,22,2,northeastern_university,accept,15,4.5,4
327,170,157,104,3.53,18,0,northeastern_university,accept,15,3,3.5
315,161,154,107,2.3,36,0,northeastern_university,accept,15,2,2.5
325,159,166,115,3.48,1,0,northeastern_university,accept,15,2,2.5
309,164,145,105,3.59,2,0,northeastern_university,accept,15,3,3
333,168,165,114,3.61,2,0,northeastern_university,accept,15,4,3.5
317,162,155,111,3.24,1,0,northeastern_university,accept,15,3.5,3
329,166,163,114,3.25,3,0,northeastern_university,accept,15,4,4
319,168,151,106,2.05,38,0,northeastern_university,accept,15,5,5
321,163,158,110,3.37,6,0,northeastern_university,accept,15,5,5
315,164,151,103,3.81,32,0,northeastern_university,accept,15,3,4
322,166,156,103,3.23,28,0,northeastern_university,accept,15,3,3.5
323,170,153,112,3.29,12,3,northeastern_university,accept,15,3,3
308,158,150,106,3.08,0,0,northeastern_university,accept,15,2,2.5
317,164,153,101,3.71,50,0,northeastern_university,accept,15,2,2.5
316,165,151,93,3.37,52,3,northeastern_university,accept,15,2,2.5
330,167,163,114,2.4,6,0,northeastern_university,accept,15,1.5,2
310,159,151,75,2.88,58,0,northeastern_university,accept,15,1.5,2
316,163,153,112,3.24,24,0,northeastern_university,accept,15,1.5,3
320,162,158,108,3.24,28,3,northeastern_university,accept,15,3,3
306,158,148,101,2.65,0,0,northeastern_university,accept,15,3.5,3
314,162,152,98,3.4,18,2,northeastern_university,accept,15,4.5,4
309,161,148,101,2.9,51,0,northeastern_university,accept,15,4.5,4
313,162,151,111,3.44,22,3,northeastern_university,accept,15,3.5,5
313,166,147,108,3.46,0,0,northeastern_university,accept,15,2,3
313,161,152,107,3.27,6,2,northeastern_university,accept,15,2,4
317,170,147,106,3.19,24,0,northeastern_university,accept,15,2.5,3
324,168,156,106,3,26,0,northeastern_university,accept,15,2.5,3.5
306,157,149,111,3,49,0,northeastern_university,accept,15,4,4.5
312,160,152,104,3,24,0,northeastern_university,accept,15,4,5
329,168,161,110,3.39,3,2,northeastern_university,accept,15,4,4.5
311,164,147,102,3.02,27,3,northeastern_university,accept,15,4,4
311,165,146,101,2.2,0,0,northeastern_university,accept,15,4.5,3.5
317,163,154,105,3.29,48,0,northeastern_university,accept,15,4.5,4.5
310,165,145,101,3.69,15,0,northeastern_university,accept,15,3.5,3.5
322,163,159,115,2.4,22,3,northeastern_university,accept,15,2.5,3
306,159,147,99,2.56,29,1,northeastern_university,accept,15,3,3
315,162,153,102,2.94,31,2,northeastern_university,accept,15,3.5,3
315,163,152,107,3.42,0,3,northeastern_university,accept,15,2.5,2.5
310,165,145,101,2.92,0,0,northeastern_university,accept,15,3,3.5
311,159,152,114,3.34,43,0,northeastern_university,accept,15,4,4
318,165,153,102,3.57,38,0,northeastern_university,accept,15,2.5,4
323,170,153,107,3.66,8,0,northeastern_university,accept,15,4.5,4.5
312,167,145,99,3.3,13,2,northeastern_university,accept,15,3.5,3
307,157,150,104,2.62,11,0,northeastern_university,accept,15,4.5,3.5
326,164,162,110,3.24,0,0,northeastern_university,accept,15,4.5,3.5
307,157,150,107,3.4,6,3,northeastern_university,accept,15,5,5
324,166,158,112,2.18,20,0,northeastern_university,accept,15,4.5,4
316,163,153,0,2.45,27,0,northeastern_university,accept,15,4,5
319,164,155,0,3.43,1,3,northeastern_university,accept,15,4.5,4
318,166,152,0,2.93,17,0,northeastern_university,accept,15,4.5,5
314,163,151,106,2.74,46,3,northeastern_university,accept,15,3.5,3
321,160,161,111,2.8,24,0,northeastern_university,accept,15,3,3.5
328,166,162,0,2.35,24,3,northeastern_university,accept,15,3,2.5
318,167,151,112,2.9,2,3,northeastern_university,accept,15,3.5,2.5
320,161,159,114,2.8,12,1,northeastern_university,accept,15,4.5,4.5
319,166,153,0,2.5,2,0,northeastern_university,accept,15,4,4.5
315,164,151,108,3.18,17,3,northeastern_university,accept,15,2.5,3
314,164,150,108,3.48,2,0,northeastern_university,accept,15,3.5,3
322,167,155,107,3.28,15,0,northeastern_university,accept,15,4.5,4.5
315,166,149,105,3.68,18,3,northeastern_university,accept,15,4,5
314,162,152,105,3.4,41,0,northeastern_university,accept,15,3.5,4
320,166,154,104,3.62,5,3,northeastern_university,accept,15,2.5,3
329,170,159,116,3.64,10,3,northeastern_university,accept,15,3.5,3
312,158,154,104,2.96,30,3,northeastern_university,accept,15,3.5,4
321,165,156,105,3,39,0,northeastern_university,accept,15,3,3
332,166,166,115,3.52,22,0,northeastern_university,accept,15,3.5,4
329,165,164,113,3.16,18,0,northeastern_university,accept,15,4.5,4
324,166,158,120,3.75,2,0,northeastern_university,accept,15,5,4
317,165,152,102,3.09,13,0,northeastern_university,accept,15,5,5
330,169,161,116,3.43,12,2,northeastern_university,accept,15,5,4.5
304,154,150,105,3.2,31,3,northeastern_university,accept,15,4.5,5
320,162,158,102,3.32,6,3,northeastern_university,accept,15,5,4.5
325,166,159,113,2.76,12,0,northeastern_university,accept,15,4.5,4.5
319,166,153,112,3.42,4,0,northeastern_university,accept,15,4,4
326,162,164,111,2.76,1,0,northeastern_university,accept,15,3,3.5
309,162,147,105,3.32,0,0,northeastern_university,accept,15,3.5,3.5
320,162,158,117,3.37,2,2,northeastern_university,accept,15,4,4
319,168,151,0,3.16,14,3,northeastern_university,accept,15,3.5,4
314,161,153,108,3.34,17,0,northeastern_university,accept,15,4.5,4
314,162,152,105,3.39,4,0,northeastern_university,accept,15,3,4
312,154,158,104,1.24,2,0,northeastern_university,accept,15,3,2
322,162,160,112,3.57,12,0,northeastern_university,accept,15,2.5,2.5
328,163,165,114,2.99,69,0,northeastern_university,accept,15,3.5,4
326,167,159,112,3.67,5,0,northeastern_university,accept,15,3.5,3
317,165,152,110,3.47,0,0,northeastern_university,accept,15,4,3.5
317,166,151,104,3.44,2,0,northeastern_university,accept,15,3,3
309,157,152,108,3.1,26,0,northeastern_university,accept,15,4,4.5
323,168,155,110,3.52,5,2,northeastern_university,accept,15,3.5,2.5
316,162,154,110,3.82,16,3,northeastern_university,accept,15,2.5,3.5
320,165,155,0,2.7,22,3,northeastern_university,accept,15,2.5,3.5
313,163,150,106,3.42,0,1,northeastern_university,accept,15,5,4
316,164,152,110,3.04,0,0,northeastern_university,accept,15,4.5,4
315,164,151,104,2.97,2,0,northeastern_university,accept,15,4,4.5
316,162,154,114,3.38,0,0,northeastern_university,accept,15,4.5,5
321,167,154,113,3.54,2,2,northeastern_university,accept,15,2,3.5
321,168,153,106,3.4,0,0,northeastern_university,accept,15,1.5,2
334,170,164,117,3.28,0,3,northeastern_university,accept,15,2.5,3
318,164,154,0,3.26,16,0,northeastern_university,accept,15,2.5,2
316,159,157,110,3.36,36,0,northeastern_university,accept,15,3.5,3
316,164,152,0,3.6,22,3,northeastern_university,accept,15,3.5,3
322,169,153,110,3.16,52,0,northeastern_university,accept,15,2.5,4
316,162,154,110,3.81,16,3,northeastern_university,accept,15,4,2.5
319,161,158,110,3.64,12,0,northeastern_university,accept,15,3,3.5
320,166,154,105,3.58,4,3,northeastern_university,accept,15,2.5,3.5
328,170,158,113,3.18,44,0,northeastern_university,accept,15,3.5,4
325,169,156,117,3.37,2,3,northeastern_university,accept,15,3.5,4
323,167,156,114,2.92,4,0,northeastern_university,accept,15,3,2.5
318,165,153,102,2.93,18,2,northeastern_university,accept,15,2.5,3
320,162,158,112,3.02,28,0,northeastern_university,accept,15,2.5,3.5
315,160,155,109,3.59,2,3,northeastern_university,accept,15,4.5,4.5
320,162,158,118,2.98,14,0,northeastern_university,accept,15,4,5
317,165,152,0,3.34,24,3,northeastern_university,accept,15,4,4.5
316,161,155,113,3.17,26,0,northeastern_university,accept,15,4,4
322,167,155,112,3.17,18,3,northeastern_university,accept,15,4,5
316,164,152,103,3.1,6,0,northeastern_university,accept,15,5,5
324,167,157,111,2.85,40,1,northeastern_university,accept,15,5,4.5
316,163,153,104,3.05,8,0,northeastern_university,accept,15,5,3.5
315,165,150,102,2.46,29,2,northeastern_university,accept,15,3.5,4
308,162,146,104,3.07,7,0,northeastern_university,accept,15,2.5,4
303,152,151,100,3,24,3,northeastern_university,accept,15,2.5,1.5
319,164,155,115,2.95,24,0,northeastern_university,accept,15,3,2.5
310,158,152,107,2.88,19,0,northeastern_university,accept,15,2.5,2.5
319,163,156,114,3.05,16,0,northeastern_university,accept,15,2,2.5
334,166,168,114,2.46,0,0,northeastern_university,accept,15,3,3.5
319,154,165,102,2.25,0,0,northeastern_university,accept,15,4.5,5
314,163,151,109,2.82,0,0,northeastern_university,accept,15,4.5,5
311,166,145,98,2.15,0,0,northeastern_university,accept,15,2.5,3
299,157,142,97,2.22,0,0,northeastern_university,accept,15,1.5,2
302,155,147,109,2.9,0,0,northeastern_university,accept,15,1.5,1.5
310,160,150,95,3.13,0,0,northeastern_university,accept,15,1,1.5
312,150,162,104,2.1,0,0,northeastern_university,accept,15,2,2.5
309,154,155,104,3.26,0,0,northeastern_university,accept,15,3.5,3
320,163,157,108,2.92,18,0,northeastern_university,accept,15,5,4.5
321,167,154,110,2.88,13,0,northeastern_university,accept,15,2.5,3
318,166,152,113,3.19,9,0,northeastern_university,accept,15,3,3.5
323,166,157,113,1.42,6,3,northeastern_university,accept,15,3,4
314,152,162,112,3.24,29,0,northeastern_university,accept,15,4.5,4
322,167,155,112,3.26,18,0,northeastern_university,accept,15,4,4.5
316,163,153,108,3.33,21,0,northeastern_university,accept,15,4,3.5
316,167,149,105,3.24,0,3,northeastern_university,accept,15,2.5,3
319,162,157,105,2.9,5,3,northeastern_university,accept,15,5,4.5
313,158,155,103,3.32,24,2,northeastern_university,accept,15,4,4
314,160,154,108,3.32,29,3,northeastern_university,accept,15,4.5,4
318,162,156,101,2.55,48,0,northeastern_university,accept,15,5,4.5
311,163,148,101,2.92,28,0,northeastern_university,accept,15,5,5
320,165,155,106,2.9,22,0,northeastern_university,accept,15,4,3.5
304,159,145,102,2.75,36,0,northeastern_university,accept,15,2.5,3
327,168,159,114,3.37,0,0,northeastern_university,accept,15,1.5,2
316,164,152,106,2.73,20,0,northeastern_university,accept,15,1,2
323,161,162,114,2.81,27,0,northeastern_university,accept,15,3.5,3
310,154,156,103,2.34,28,3,northeastern_university,accept,15,2.5,2
313,162,151,102,2.92,27,0,northeastern_university,accept,15,3,2.5
306,154,152,102,2.91,31,2,northeastern_university,accept,15,3.5,3.5
309,161,148,101,3.04,16,2,northeastern_university,accept,15,4,4.5
313,164,149,101,3.44,24,0,northeastern_university,accept,15,4.5,4.5
313,158,155,103,3.32,15,2,northeastern_university,accept,15,3,3.5
311,160,151,110,3.72,24,0,northeastern_university,accept,15,2.5,2.5
314,167,147,100,3.68,8,3,northeastern_university,accept,15,2.5,3
316,164,152,109,3.34,18,0,northeastern_university,accept,15,3,3
318,164,154,101,3.47,0,3,northeastern_university,accept,15,3.5,3.5
319,164,155,111,2.8,20,0,northeastern_university,accept,15,2.5,2
320,167,153,104,2.8,36,0,northeastern_university,accept,15,3.5,3.5
317,163,154,113,2.56,21,1,northeastern_university,accept,15,4,3.5
316,168,148,113,2.85,45,0,northeastern_university,accept,15,4,4
316,158,158,119,2.99,14,2,northeastern_university,accept,15,3.5,3
317,168,149,100,2.95,46,2,northeastern_university,accept,15,3.5,3
319,163,156,104,3.04,2,0,northeastern_university,accept,15,3,3.5
319,162,157,105,3.52,21,0,northeastern_university,accept,15,4.5,4
316,164,152,102,2.92,0,3,northeastern_university,accept,15,4.5,4.5
325,168,157,112,3.3,9,3,northeastern_university,accept,15,3.5,3
311,162,149,104,3.51,0,2,northeastern_university,accept,15,3,4
313,159,154,112,3,0,0,northeastern_university,accept,15,2.5,3
316,160,156,102,3.15,40,0,northeastern_university,accept,15,1.5,2
319,160,159,117,2.83,30,0,northeastern_university,accept,15,1,2.5
312,163,149,101,3.01,22,0,northeastern_university,accept,15,2.5,2
329,166,163,113,2.86,30,0,northeastern_university,accept,15,3.5,3
308,156,152,99,3.04,24,0,northeastern_university,accept,15,4,3.5
312,158,154,109,3.22,4,0,northeastern_university,accept,15,4,4
310,162,148,99,2.85,24,0,northeastern_university,accept,15,2.5,4
314,162,152,99,3.15,7,0,northeastern_university,accept,15,2,2.5
319,170,149,107,3.18,20,0,northeastern_university,accept,15,3,2.5
317,164,153,99,3.59,25,3,northeastern_university,accept,15,3.5,4
314,168,146,103,3.52,2,0,northeastern_university,accept,15,2,2
312,160,152,108,3.6,0,0,northeastern_university,accept,15,2.5,2
313,163,150,99,2.95,7,0,northeastern_university,accept,15,4,3.5
315,162,153,108,3.16,4,0,northeastern_university,accept,15,2.5,1.5
313,162,151,110,2.67,3,3,northeastern_university,accept,15,3.5,3
320,163,157,115,3.04,1,0,northeastern_university,accept,15,3,2
320,162,158,104,3.1,1,0,northeastern_university,accept,15,3.5,2.5
315,166,149,107,3.76,6,0,northeastern_university,accept,15,3,3.5
318,166,152,112,3.29,0,0,northeastern_university,accept,15,4.5,4
314,161,153,107,3.13,42,3,northeastern_university,accept,15,4,4.5
309,157,152,101,3.24,13,0,northeastern_university,accept,15,3,2.5
322,166,156,102,3.48,19,0,northeastern_university,accept,15,5,5
314,161,153,111,3.75,26,0,northeastern_university,accept,15,4,4
324,170,154,98,2.36,0,0,northeastern_university,accept,15,3.5,4
311,159,152,103,3.08,1,0,northeastern_university,accept,15,3,3
315,162,153,108,2.58,12,0,northeastern_university,accept,15,3.5,3.5
318,168,150,106,3.55,15,3,northeastern_university,accept,15,3,3
315,165,150,100,3.33,1,0,northeastern_university,accept,15,2.5,3.5
316,167,149,106,3.4,7,3,northeastern_university,accept,15,1.5,2
320,165,155,108,3.15,2,0,northeastern_university,accept,15,1.5,2
310,163,147,100,2.45,17,3,northeastern_university,accept,15,1.5,2
314,162,152,105,3.56,0,1,northeastern_university,accept,15,1,1
325,168,157,110,3.08,19,0,northeastern_university,accept,15,2,2
316,164,152,101,3.66,0,0,northeastern_university,accept,15,2.5,3
315,162,153,109,2.7,6,3,northeastern_university,accept,15,3,3.5
322,168,154,111,2.92,6,0,northeastern_university,accept,15,3.5,4
310,159,151,101,2.4,32,0,northeastern_university,accept,15,3,3.5
313,150,163,103,3.35,38,0,northeastern_university,accept,15,3.5,2.5
309,154,155,104,3.28,0,0,northeastern_university,accept,15,2.5,3
315,161,154,110,3.26,48,0,northeastern_university,accept,15,2,3.5
309,160,149,101,3.05,2,2,northeastern_university,accept,15,3.5,4
317,170,147,105,2.8,3,0,northeastern_university,accept,15,3.5,3.5
307,159,148,111,2.74,40,0,northeastern_university,accept,15,2.5,2
313,163,150,110,3.73,36,3,northeastern_university,accept,15,2,1.5
314,155,159,105,3.39,36,0,northeastern_university,accept,15,4,5
317,165,152,108,3.07,0,1,northeastern_university,accept,15,4,3.5
317,165,152,107,3.1,0,0,northeastern_university,accept,15,4.5,5
315,152,163,105,2.1,25,3,northeastern_university,accept,15,2.5,3
315,170,145,108,2.9,2,0,northeastern_university,accept,15,3.5,4
315,162,153,100,3.3,60,0,northeastern_university,accept,15,4.5,3
326,165,161,112,2.55,23,0,northeastern_university,accept,15,3.5,4.5
317,162,155,110,3.17,5,3,northeastern_university,accept,15,1,2.5
315,160,155,104,2.35,12,3,northeastern_university,accept,15,2,2
319,168,151,106,3.49,7,3,northeastern_university,accept,15,2,3
315,164,151,110,3.3,22,0,northeastern_university,accept,15,2.5,2.5
309,157,152,103,2.8,67,0,northeastern_university,accept,15,3.5,3
320,150,170,107,3.28,17,3,northeastern_university,accept,15,4.5,4
324,168,156,110,3.36,2,0,northeastern_university,accept,15,3,3
319,160,159,107,3.48,13,0,northeastern_university,accept,15,2,2.5
310,160,150,99,2.55,48,0,northeastern_university,accept,15,2,2.5
303,154,149,109,3,0,3,northeastern_university,accept,15,2.5,2
309,158,151,102,3.22,17,0,northeastern_university,accept,15,1.5,2
321,167,154,112,3.24,12,0,northeastern_university,accept,15,2,2.5
318,163,155,101,2.88,4,3,northeastern_university,accept,15,2.5,3
310,161,149,103,2.38,24,0,northeastern_university,accept,15,3.5,4
307,159,148,99,2.73,15,0,northeastern_university,accept,15,3,3.5
309,163,146,104,2.64,32,0,northeastern_university,accept,15,4.5,4
320,167,153,103,3.38,40,0,northeastern_university,accept,15,3,3.5
329,167,162,117,3.47,2,0,northeastern_university,accept,15,5,5
317,164,153,107,2.81,20,0,northeastern_university,accept,15,5,5
317,165,152,111,3.79,24,0,northeastern_university,accept,15,2.5,3.5
312,162,150,109,2.65,36,0,northeastern_university,accept,15,2,3.5
318,167,151,111,2.48,35,0,northeastern_university,accept,15,1.5,2
321,166,155,117,3.48,0,0,northeastern_university,accept,15,3.5,4
307,155,152,75,2.98,27,0,northeastern_university,accept,15,2,2.5
311,160,151,109,3.07,0,0,northeastern_university,accept,15,2,3
324,168,156,107,3.27,7,0,northeastern_university,accept,15,4,3.5
317,168,149,102,3.26,1,0,northeastern_university,accept,15,3,3
316,167,149,109,3.09,0,2,northeastern_university,accept,15,4.5,4
313,167,146,111,2.76,30,1,northeastern_university,accept,15,3.5,3.5
300,151,149,102,2.4,42,0,northeastern_university,accept,15,3,3.5
311,162,149,100,2.69,30,1,northeastern_university,accept,15,5,4.5
319,165,154,109,3.16,5,0,northeastern_university,accept,15,3.5,4
311,167,144,101,3.02,12,0,northeastern_university,accept,15,5,4
312,157,155,109,2.8,30,0,northeastern_university,accept,15,3.5,3
306,163,143,101,3.3,19,0,northeastern_university,accept,15,3,3
305,160,145,107,3.24,14,0,northeastern_university,accept,15,3.5,3
316,166,150,106,3.2,15,3,northeastern_university,accept,15,4,3.5
309,163,146,101,3.15,25,0,northeastern_university,accept,15,2,2.5
319,162,157,108,2.68,0,0,northeastern_university,accept,15,2.5,3
306,157,149,101,1.38,1,0,northeastern_university,accept,15,3,2.5
310,162,148,102,2.59,30,1,northeastern_university,accept,15,2.5,4
312,159,153,102,2.3,0,0,northeastern_university,accept,15,2,4
307,158,149,105,2.96,48,1,northeastern_university,accept,15,2,2.5
307,158,149,107,3.06,22,0,northeastern_university,accept,15,3,4
314,162,152,107,2.4,9,0,northeastern_university,accept,15,2.5,1.5
313,167,146,100,2.97,13,0,northeastern_university,accept,15,2.5,2
