gre_score,gre_score_quant,gre_score_verbal,test_score_toefl,undergraduation_score,work_ex,papers_published,university_name,status,ranking,SOP,LOR 
323,170,153,108,3.37,14,0,state_university_of_new_york_at_stony_brook,reject,35,3,4
318,163,155,108,2.35,6,2,state_university_of_new_york_at_stony_brook,reject,35,2.5,4.5
295,155,140,92,2.23,43,0,state_university_of_new_york_at_stony_brook,reject,35,1.5,3.5
317,164,153,106,3,53,3,state_university_of_new_york_at_stony_brook,reject,35,4,3
320,168,152,100,3,40,0,state_university_of_new_york_at_stony_brook,reject,35,4,2.5
325,168,157,105,2.95,28,0,state_university_of_new_york_at_stony_brook,reject,35,3,3.5
325,168,157,105,2.95,28,0,state_university_of_new_york_at_stony_brook,reject,35,3,3
323,165,158,111,2.67,0,0,state_university_of_new_york_at_stony_brook,reject,35,2,3
312,155,157,114,2.81,27,0,state_university_of_new_york_at_stony_brook,reject,35,4,2
324,168,156,105,2.84,20,0,state_university_of_new_york_at_stony_brook,reject,35,3,2
321,166,155,115,3.18,28,0,state_university_of_new_york_at_stony_brook,reject,35,2,2
319,163,156,113,3.44,10,0,state_university_of_new_york_at_stony_brook,reject,35,3,3
316,161,155,114,3.26,8,2,state_university_of_new_york_at_stony_brook,reject,35,4,3
318,169,149,102,3.4,0,0,state_university_of_new_york_at_stony_brook,reject,35,3,3
308,159,149,104,3.74,10,0,state_university_of_new_york_at_stony_brook,reject,35,4,3
313,165,148,92,3.1,28,3,state_university_of_new_york_at_stony_brook,reject,35,3,3.5
327,167,160,117,3.67,6,0,state_university_of_new_york_at_stony_brook,reject,35,3.5,3.5
326,166,160,117,3.14,15,0,state_university_of_new_york_at_stony_brook,reject,35,3,3
314,163,151,98,3.12,18,0,state_university_of_new_york_at_stony_brook,reject,35,3.5,3.5
308,161,147,84,3.28,27,0,state_university_of_new_york_at_stony_brook,reject,35,3.5,4
320,166,154,102,3.52,13,3,state_university_of_new_york_at_stony_brook,reject,35,4.5,4
325,164,161,111,3.32,18,2,state_university_of_new_york_at_stony_brook,reject,35,5,5
316,162,154,110,3.64,21,0,state_university_of_new_york_at_stony_brook,reject,35,5,5
314,159,155,108,3.48,28,3,state_university_of_new_york_at_stony_brook,reject,35,5,5
308,158,150,101,3.16,0,0,state_university_of_new_york_at_stony_brook,reject,35,4.5,4
321,164,157,105,2.65,9,1,state_university_of_new_york_at_stony_brook,reject,35,3,5
312,165,147,91,2.6,60,0,state_university_of_new_york_at_stony_brook,reject,35,2,4
305,153,152,111,3,1,0,state_university_of_new_york_at_stony_brook,reject,35,3,3
321,165,156,106,3.46,16,3,state_university_of_new_york_at_stony_brook,reject,35,3,2
318,162,156,104,3.36,33,0,state_university_of_new_york_at_stony_brook,reject,35,3,2
314,159,155,100,3.53,33,0,state_university_of_new_york_at_stony_brook,reject,35,1.5,2
322,170,152,110,3.64,3,0,state_university_of_new_york_at_stony_brook,reject,35,2,3
322,166,156,100,3.06,18,0,state_university_of_new_york_at_stony_brook,reject,35,5,5
317,162,155,102,2.65,49,0,state_university_of_new_york_at_stony_brook,reject,35,5,4.5
308,159,149,89,2.75,24,2,state_university_of_new_york_at_stony_brook,reject,35,4,4.5
302,159,143,99,2.81,17,0,state_university_of_new_york_at_stony_brook,reject,35,4.5,4.5
312,157,155,118,3.44,20,3,state_university_of_new_york_at_stony_brook,reject,35,4.5,3.5
314,162,152,102,3.51,38,0,state_university_of_new_york_at_stony_brook,reject,35,4.5,3.5
320,170,150,75,3.4,2,0,state_university_of_new_york_at_stony_brook,reject,35,3.5,3
318,162,156,114,3.46,2,0,state_university_of_new_york_at_stony_brook,reject,35,4.5,3.5
318,166,152,104,3.47,9,3,state_university_of_new_york_at_stony_brook,reject,35,4.5,3.5
319,169,150,109,3.19,24,3,state_university_of_new_york_at_stony_brook,reject,35,4,4
314,166,148,114,3.54,3,0,state_university_of_new_york_at_stony_brook,reject,35,5,3.5
324,164,160,109,3.2,15,0,state_university_of_new_york_at_stony_brook,reject,35,4,3
323,165,158,110,3.6,31,2,state_university_of_new_york_at_stony_brook,reject,35,3,3
310,163,147,98,2.25,46,3,state_university_of_new_york_at_stony_brook,reject,35,2,2.5
313,162,151,95,3.2,0,0,state_university_of_new_york_at_stony_brook,reject,35,1.5,2.5
317,169,148,100,3.36,31,0,state_university_of_new_york_at_stony_brook,reject,35,3,3
312,160,152,108,3.34,35,0,state_university_of_new_york_at_stony_brook,reject,35,4,4
313,165,148,102,2.64,30,3,state_university_of_new_york_at_stony_brook,reject,35,5,4.5
313,158,155,110,2.15,6,0,state_university_of_new_york_at_stony_brook,reject,35,4,4
315,163,152,102,3.1,8,0,state_university_of_new_york_at_stony_brook,reject,35,3.5,3.5
322,170,152,107,3.08,8,0,state_university_of_new_york_at_stony_brook,reject,35,2.5,3
316,161,155,111,2.55,32,0,state_university_of_new_york_at_stony_brook,reject,35,4,3.5
309,159,150,97,2.75,31,0,state_university_of_new_york_at_stony_brook,reject,35,4.5,4
309,159,150,97,2.75,31,0,state_university_of_new_york_at_stony_brook,reject,35,3.5,3
306,159,147,99,3,0,0,state_university_of_new_york_at_stony_brook,reject,35,4,4.5
317,162,155,111,3.24,1,0,state_university_of_new_york_at_stony_brook,reject,35,4.5,4.5
319,167,152,103,2.59,21,3,state_university_of_new_york_at_stony_brook,reject,35,3.5,4.5
318,162,156,108,3.8,20,3,state_university_of_new_york_at_stony_brook,reject,35,5,5
322,168,154,101,3.11,27,0,state_university_of_new_york_at_stony_brook,reject,35,5,4
331,165,166,115,2.35,46,0,state_university_of_new_york_at_stony_brook,reject,35,3,3
332,167,165,111,2.6,19,0,state_university_of_new_york_at_stony_brook,reject,35,4,4
307,158,149,98,3.56,55,3,state_university_of_new_york_at_stony_brook,reject,35,3.5,3.5
320,163,157,108,3.32,26,0,state_university_of_new_york_at_stony_brook,reject,35,4,3.5
321,168,153,111,3.3,20,3,state_university_of_new_york_at_stony_brook,reject,35,3.5,3
323,161,162,106,2.75,39,0,state_university_of_new_york_at_stony_brook,reject,35,4.5,4.5
310,161,149,101,3.3,6,0,state_university_of_new_york_at_stony_brook,reject,35,4,3.5
320,166,154,102,3.42,22,0,state_university_of_new_york_at_stony_brook,reject,35,2,2.5
326,170,156,110,2.92,0,0,state_university_of_new_york_at_stony_brook,reject,35,3,3.5
311,163,148,105,1.25,0,0,state_university_of_new_york_at_stony_brook,reject,35,3,3.5
315,165,150,98,3.76,6,3,state_university_of_new_york_at_stony_brook,reject,35,5,5
315,165,150,98,3.76,6,3,state_university_of_new_york_at_stony_brook,reject,35,4.5,4.5
310,161,149,96,3.55,55,3,state_university_of_new_york_at_stony_brook,reject,35,1.5,2.5
305,160,145,98,2.68,1,3,state_university_of_new_york_at_stony_brook,reject,35,3.5,3.5
318,164,154,109,3.02,15,0,state_university_of_new_york_at_stony_brook,reject,35,2.5,3
316,166,150,102,3.51,0,0,state_university_of_new_york_at_stony_brook,reject,35,2,3
315,162,153,99,2.94,2,0,state_university_of_new_york_at_stony_brook,reject,35,4,3
316,166,150,108,2.8,16,0,state_university_of_new_york_at_stony_brook,reject,35,2.5,2
321,166,155,114,2.6,16,0,state_university_of_new_york_at_stony_brook,reject,35,3.5,3
311,156,155,104,3.04,1,3,state_university_of_new_york_at_stony_brook,reject,35,5,5
313,160,153,104,3.11,42,0,state_university_of_new_york_at_stony_brook,reject,35,4,4.5
322,167,155,103,2.92,23,0,state_university_of_new_york_at_stony_brook,reject,35,5,4.5
316,164,152,108,3.23,30,3,state_university_of_new_york_at_stony_brook,reject,35,3.5,3.5
311,167,144,93,3.37,20,0,state_university_of_new_york_at_stony_brook,reject,35,4,4.5
312,160,152,104,3.19,0,0,state_university_of_new_york_at_stony_brook,reject,35,4,4
320,167,153,106,2.98,32,3,state_university_of_new_york_at_stony_brook,reject,35,3.5,4
319,168,151,106,3.4,16,0,state_university_of_new_york_at_stony_brook,reject,35,5,4
319,168,151,106,3.4,16,0,state_university_of_new_york_at_stony_brook,reject,35,1.5,3
319,164,155,104,3.35,5,3,state_university_of_new_york_at_stony_brook,reject,35,4.5,3
315,168,147,105,2.54,21,2,state_university_of_new_york_at_stony_brook,reject,35,3.5,3.5
307,161,146,91,3.2,18,0,state_university_of_new_york_at_stony_brook,reject,35,4,3
315,163,152,113,2.75,43,0,state_university_of_new_york_at_stony_brook,reject,35,4.5,3.5
310,161,149,102,2.79,31,3,state_university_of_new_york_at_stony_brook,reject,35,4,3.5
319,166,153,110,3.41,38,3,state_university_of_new_york_at_stony_brook,reject,35,4.5,4
310,161,149,101,2.5,27,0,state_university_of_new_york_at_stony_brook,reject,35,3,3.5
310,161,149,95,3,30,0,state_university_of_new_york_at_stony_brook,reject,35,2,2.5
314,168,146,109,3.26,13,0,state_university_of_new_york_at_stony_brook,reject,35,2,2.5
316,162,154,93,3.02,33,3,state_university_of_new_york_at_stony_brook,reject,35,3,3
321,169,152,99,2.49,18,0,state_university_of_new_york_at_stony_brook,reject,35,4,3.5
306,158,148,93,3.52,0,0,state_university_of_new_york_at_stony_brook,reject,35,3.5,3
314,164,150,103,3.2,3,1,state_university_of_new_york_at_stony_brook,reject,35,4,4
321,170,151,101,3.52,7,0,state_university_of_new_york_at_stony_brook,reject,35,5,5
317,169,148,75,2.88,26,2,state_university_of_new_york_at_stony_brook,reject,35,5,5
319,164,155,108,3.28,30,0,state_university_of_new_york_at_stony_brook,reject,35,3,4
314,168,146,103,3.26,24,0,state_university_of_new_york_at_stony_brook,reject,35,3,3.5
311,162,149,101,2.33,25,0,state_university_of_new_york_at_stony_brook,reject,35,3,3
320,168,152,98,2.88,4,0,state_university_of_new_york_at_stony_brook,reject,35,2,2.5
308,166,142,100,2.98,39,0,state_university_of_new_york_at_stony_brook,reject,35,2,2.5
317,165,152,113,3.64,6,0,state_university_of_new_york_at_stony_brook,reject,35,2,2.5
325,168,157,113,3.27,1,2,state_university_of_new_york_at_stony_brook,reject,35,1.5,2
308,162,146,94,3.2,20,0,state_university_of_new_york_at_stony_brook,reject,35,1.5,2
313,165,148,94,3.53,41,0,state_university_of_new_york_at_stony_brook,reject,35,1.5,3
317,163,154,103,3.48,12,3,state_university_of_new_york_at_stony_brook,reject,35,3,3
324,169,155,113,3.25,5,0,state_university_of_new_york_at_stony_brook,reject,35,3.5,3
314,165,149,105,3.49,19,0,state_university_of_new_york_at_stony_brook,reject,35,4.5,4
318,168,150,110,3.33,0,0,state_university_of_new_york_at_stony_brook,reject,35,4.5,4
322,166,156,106,3,21,0,state_university_of_new_york_at_stony_brook,reject,35,3.5,5
319,168,151,106,2.05,38,0,state_university_of_new_york_at_stony_brook,reject,35,2,3
315,166,149,95,3.52,0,0,state_university_of_new_york_at_stony_brook,reject,35,2,4
324,164,160,112,3.44,39,0,state_university_of_new_york_at_stony_brook,reject,35,2.5,3
310,164,146,100,3.36,48,0,state_university_of_new_york_at_stony_brook,reject,35,2.5,3.5
312,165,147,65,3.5,30,3,state_university_of_new_york_at_stony_brook,reject,35,4,4.5
315,165,150,97,3.53,24,0,state_university_of_new_york_at_stony_brook,reject,35,4,5
314,164,150,102,2.67,15,0,state_university_of_new_york_at_stony_brook,reject,35,4,4.5
327,169,158,107,3.45,31,0,state_university_of_new_york_at_stony_brook,reject,35,4,4
325,165,160,110,3.06,24,3,state_university_of_new_york_at_stony_brook,reject,35,4.5,3.5
317,163,154,108,3.52,28,0,state_university_of_new_york_at_stony_brook,reject,35,4.5,4.5
314,167,147,101,3.3,4,0,state_university_of_new_york_at_stony_brook,reject,35,3.5,3.5
324,168,156,114,3.02,11,2,state_university_of_new_york_at_stony_brook,reject,35,2.5,3
318,166,152,103,3.14,17,0,state_university_of_new_york_at_stony_brook,reject,35,3,3
301,150,151,89,3.2,50,0,state_university_of_new_york_at_stony_brook,reject,35,3.5,3
314,164,150,103,3.64,1,3,state_university_of_new_york_at_stony_brook,reject,35,2.5,2.5
312,165,147,107,2.96,30,3,state_university_of_new_york_at_stony_brook,reject,35,3,3.5
320,167,153,75,3.18,1,3,state_university_of_new_york_at_stony_brook,reject,35,4,4
313,165,148,103,2.94,60,0,state_university_of_new_york_at_stony_brook,reject,35,2.5,4
317,162,155,98,3.78,29,0,state_university_of_new_york_at_stony_brook,reject,35,4.5,4.5
312,161,151,98,2.47,33,3,state_university_of_new_york_at_stony_brook,reject,35,3.5,3
312,161,151,98,2.47,33,3,state_university_of_new_york_at_stony_brook,reject,35,4.5,3.5
317,162,155,100,2.98,33,0,state_university_of_new_york_at_stony_brook,reject,35,4.5,3.5
322,170,152,101,3.53,3,0,state_university_of_new_york_at_stony_brook,reject,35,5,5
315,168,147,98,3.26,17,3,state_university_of_new_york_at_stony_brook,reject,35,4.5,4
312,162,150,91,3.27,0,0,state_university_of_new_york_at_stony_brook,reject,35,4,5
318,166,152,65,3.29,38,2,state_university_of_new_york_at_stony_brook,reject,35,4.5,4
324,169,155,110,2.51,13,3,state_university_of_new_york_at_stony_brook,reject,35,4.5,5
320,168,152,101,3.44,17,0,state_university_of_new_york_at_stony_brook,reject,35,3.5,3
321,164,157,110,1.21,4,3,state_university_of_new_york_at_stony_brook,reject,35,3,3.5
318,165,153,107,3.61,29,3,state_university_of_new_york_at_stony_brook,reject,35,3,2.5
320,163,157,108,3.26,65,0,state_university_of_new_york_at_stony_brook,reject,35,3.5,2.5
325,170,155,105,3.8,19,0,state_university_of_new_york_at_stony_brook,reject,35,4.5,4.5
323,162,161,109,3.49,19,0,state_university_of_new_york_at_stony_brook,reject,35,4,4.5
320,163,157,110,3.54,24,0,state_university_of_new_york_at_stony_brook,reject,35,2.5,3
321,166,155,108,3,16,3,state_university_of_new_york_at_stony_brook,reject,35,3.5,3
314,170,144,94,3.02,0,0,state_university_of_new_york_at_stony_brook,reject,35,4.5,4.5
319,165,154,101,3.2,51,0,state_university_of_new_york_at_stony_brook,reject,35,4,5
319,165,154,101,3.2,51,0,state_university_of_new_york_at_stony_brook,reject,35,3.5,4
318,165,153,108,2.3,24,0,state_university_of_new_york_at_stony_brook,reject,35,2.5,3
318,164,154,108,2.4,46,0,state_university_of_new_york_at_stony_brook,reject,35,3.5,3
311,165,146,95,3.52,0,0,state_university_of_new_york_at_stony_brook,reject,35,3.5,4
302,153,149,91,2.56,110,0,state_university_of_new_york_at_stony_brook,reject,35,3,3
312,157,155,106,3.24,46,0,state_university_of_new_york_at_stony_brook,reject,35,3.5,4
306,159,147,99,2.56,29,1,state_university_of_new_york_at_stony_brook,reject,35,4.5,4
313,165,148,101,2.71,7,0,state_university_of_new_york_at_stony_brook,reject,35,5,4
328,170,158,114,2.99,17,0,state_university_of_new_york_at_stony_brook,reject,35,5,5
319,169,150,103,2.88,27,0,state_university_of_new_york_at_stony_brook,reject,35,5,4.5
310,161,149,95,2.32,50,0,state_university_of_new_york_at_stony_brook,reject,35,4.5,5
308,158,150,94,3.2,29,0,state_university_of_new_york_at_stony_brook,reject,35,5,4.5
314,157,157,106,3,60,0,state_university_of_new_york_at_stony_brook,reject,35,4.5,4.5
324,167,157,105,2.88,2,0,state_university_of_new_york_at_stony_brook,reject,35,4,4
323,170,153,119,3.25,0,0,state_university_of_new_york_at_stony_brook,reject,35,3,3.5
313,163,150,0,2.94,23,3,state_university_of_new_york_at_stony_brook,reject,35,3.5,3.5
313,163,150,0,2.94,23,3,state_university_of_new_york_at_stony_brook,reject,35,4,4
311,161,150,78,3.68,0,0,state_university_of_new_york_at_stony_brook,reject,35,3.5,4
320,163,157,108,3.56,3,0,state_university_of_new_york_at_stony_brook,reject,35,4.5,4
324,169,155,112,3.1,14,0,state_university_of_new_york_at_stony_brook,reject,35,3,4
313,160,153,107,2.4,11,0,state_university_of_new_york_at_stony_brook,reject,35,3,2
320,162,158,0,2.8,31,0,state_university_of_new_york_at_stony_brook,reject,35,2.5,2.5
313,156,157,105,3.23,17,3,state_university_of_new_york_at_stony_brook,reject,35,3.5,4
328,163,165,0,2.29,12,0,state_university_of_new_york_at_stony_brook,reject,35,3.5,3
321,165,156,0,2.72,14,0,state_university_of_new_york_at_stony_brook,reject,35,4,3.5
321,165,156,0,2.72,14,0,state_university_of_new_york_at_stony_brook,reject,35,3,3
302,152,150,0,3.56,2,0,state_university_of_new_york_at_stony_brook,reject,35,4,4.5
317,162,155,115,3.1,60,0,state_university_of_new_york_at_stony_brook,reject,35,3.5,2.5
311,162,149,90,2.8,15,2,state_university_of_new_york_at_stony_brook,reject,35,2.5,3.5
318,165,153,116,3.74,32,2,state_university_of_new_york_at_stony_brook,reject,35,2.5,3.5
324,164,160,116,2.95,48,2,state_university_of_new_york_at_stony_brook,reject,35,5,4
320,162,158,102,3.32,6,3,state_university_of_new_york_at_stony_brook,reject,35,4.5,4
324,167,157,111,2.66,40,0,state_university_of_new_york_at_stony_brook,reject,35,4,4.5
294,153,141,88,2.8,60,1,state_university_of_new_york_at_stony_brook,reject,35,4.5,5
318,167,151,112,2.9,2,3,state_university_of_new_york_at_stony_brook,reject,35,2,3.5
310,161,149,112,3.4,25,0,state_university_of_new_york_at_stony_brook,reject,35,1.5,2
320,160,160,0,3.01,0,0,state_university_of_new_york_at_stony_brook,reject,35,2.5,3
325,167,158,113,3.44,14,0,state_university_of_new_york_at_stony_brook,reject,35,2.5,2
316,163,153,0,2.68,15,3,state_university_of_new_york_at_stony_brook,reject,35,3.5,3
311,162,149,102,2.45,0,3,state_university_of_new_york_at_stony_brook,reject,35,3.5,3
309,162,147,93,3.54,18,0,state_university_of_new_york_at_stony_brook,reject,35,2.5,4
330,169,161,113,3.6,0,0,state_university_of_new_york_at_stony_brook,reject,35,4,2.5
330,169,161,113,3.6,0,0,state_university_of_new_york_at_stony_brook,reject,35,3,3.5
316,166,150,102,2.71,36,0,state_university_of_new_york_at_stony_brook,reject,35,2.5,3.5
325,167,158,103,3.18,60,0,state_university_of_new_york_at_stony_brook,reject,35,3.5,4
320,163,157,114,2.92,0,0,state_university_of_new_york_at_stony_brook,reject,35,3.5,4
326,168,158,0,3.63,0,0,state_university_of_new_york_at_stony_brook,reject,35,3,2.5
331,165,166,117,3.25,23,0,state_university_of_new_york_at_stony_brook,reject,35,2.5,3
319,168,151,0,3.16,14,3,state_university_of_new_york_at_stony_brook,reject,35,2.5,3.5
314,159,155,106,2.95,3,0,state_university_of_new_york_at_stony_brook,reject,35,4.5,4.5
316,163,153,96,2.86,4,0,state_university_of_new_york_at_stony_brook,reject,35,4,5
312,160,152,0,2.55,0,0,state_university_of_new_york_at_stony_brook,reject,35,4,4.5
320,162,158,0,3.14,19,3,state_university_of_new_york_at_stony_brook,reject,35,4,4
319,170,149,110,3.64,49,0,state_university_of_new_york_at_stony_brook,reject,35,4,5
319,165,154,106,3.59,2,0,state_university_of_new_york_at_stony_brook,reject,35,5,5
322,170,152,0,2.98,21,0,state_university_of_new_york_at_stony_brook,reject,35,5,4.5
316,165,151,114,2.84,3,3,state_university_of_new_york_at_stony_brook,reject,35,5,3.5
299,155,144,0,3.69,18,0,state_university_of_new_york_at_stony_brook,reject,35,3.5,4
321,167,154,113,2.1,24,0,state_university_of_new_york_at_stony_brook,reject,35,2.5,4
321,167,154,113,2.1,24,0,state_university_of_new_york_at_stony_brook,reject,35,2.5,1.5
315,162,153,103,3.63,5,0,state_university_of_new_york_at_stony_brook,reject,35,3,2.5
305,158,147,96,2.86,15,2,state_university_of_new_york_at_stony_brook,reject,35,2.5,2.5
315,170,145,101,3.29,0,0,state_university_of_new_york_at_stony_brook,reject,35,2,2.5
319,163,156,107,3.62,26,3,state_university_of_new_york_at_stony_brook,reject,35,3,3.5
320,165,155,101,2.51,1,0,state_university_of_new_york_at_stony_brook,reject,35,4.5,5
324,167,157,85,2.7,6,0,state_university_of_new_york_at_stony_brook,reject,35,4.5,5
312,158,154,104,2.96,30,3,state_university_of_new_york_at_stony_brook,reject,35,2.5,3
318,162,156,114,3.1,23,0,state_university_of_new_york_at_stony_brook,reject,35,1.5,2
317,170,147,103,3.04,21,3,state_university_of_new_york_at_stony_brook,reject,35,1.5,1.5
317,159,158,99,3.3,42,0,state_university_of_new_york_at_stony_brook,reject,35,1,1.5
314,167,147,90,2.3,56,0,state_university_of_new_york_at_stony_brook,reject,35,2,2.5
319,163,156,108,2.8,48,0,state_university_of_new_york_at_stony_brook,reject,35,3.5,3
314,162,152,106,3.28,18,0,state_university_of_new_york_at_stony_brook,reject,35,5,4.5
311,155,156,101,3.13,0,0,syracuse_university,accept,118,2.5,3
305,159,146,98,2.7,3,2,syracuse_university,accept,118,3,3.5
303,153,150,115,3.36,24,3,syracuse_university,accept,118,3,4
311,159,152,109,2.6,28,2,syracuse_university,accept,118,4.5,4
305,158,147,94,3.23,0,3,syracuse_university,accept,118,4,4.5
313,160,153,107,2.65,9,0,syracuse_university,accept,118,4,3.5
305,161,144,94,3.26,10,0,syracuse_university,accept,118,2.5,3
312,167,145,100,2.8,21,0,syracuse_university,accept,118,5,4.5
310,160,150,103,2.4,17,0,syracuse_university,accept,118,4,4
316,164,152,101,3.46,0,0,syracuse_university,accept,118,4.5,4
313,161,152,104,2.4,12,3,syracuse_university,accept,118,5,4.5
318,164,154,107,2.33,13,2,syracuse_university,accept,118,5,5
327,167,160,110,2.8,9,3,syracuse_university,accept,118,4,3.5
310,160,150,98,3.08,0,3,syracuse_university,accept,118,2.5,3
317,163,154,109,2.45,28,0,syracuse_university,accept,118,1.5,2
313,161,152,113,2.84,18,0,syracuse_university,accept,118,1,2
313,161,152,113,2.84,18,0,syracuse_university,accept,118,3.5,3
318,163,155,114,2.94,24,0,syracuse_university,accept,118,2.5,2
313,168,145,101,3.14,0,0,syracuse_university,accept,118,3,2.5
308,158,150,96,3.16,5,3,syracuse_university,accept,118,3.5,3.5
320,168,152,98,3,0,0,syracuse_university,accept,118,4,4.5
312,168,144,101,3,20,0,syracuse_university,accept,118,4.5,4.5
305,159,146,65,2.6,47,3,syracuse_university,accept,118,3,3.5
311,164,147,99,3.46,17,0,syracuse_university,accept,118,2.5,2.5
320,160,160,109,3.27,1,3,syracuse_university,accept,118,2.5,3
308,159,149,98,2.2,29,0,syracuse_university,accept,118,3,3
306,165,141,85,3.62,20,0,syracuse_university,accept,118,3.5,3.5
312,165,147,91,2.6,60,0,syracuse_university,accept,118,2.5,2
308,166,142,91,3.44,8,0,syracuse_university,accept,118,3.5,3.5
301,162,139,86,3.24,0,0,syracuse_university,accept,118,4,3.5
322,164,158,75,2.65,30,0,syracuse_university,accept,118,4,4
321,170,151,103,3.6,6,3,syracuse_university,accept,118,3.5,3
315,161,154,100,2.32,1,3,syracuse_university,accept,118,3.5,3
313,169,144,100,3.07,20,0,syracuse_university,accept,118,3,3.5
316,152,164,104,3.08,6,0,syracuse_university,accept,118,4.5,4
316,152,164,104,3.08,6,0,syracuse_university,accept,118,4.5,4.5
309,163,146,101,2.75,9,0,syracuse_university,accept,118,3.5,3
298,162,136,92,2.65,4,0,syracuse_university,accept,118,3,4
299,155,144,75,2.88,22,0,syracuse_university,accept,118,2.5,3
305,160,145,92,3.12,24,1,syracuse_university,accept,118,1.5,2
311,159,152,104,3.1,21,3,syracuse_university,accept,118,1,2.5
318,168,150,101,2.92,12,0,syracuse_university,accept,118,2.5,2
325,170,155,108,3.4,18,0,syracuse_university,accept,118,3.5,3
308,163,145,75,3.1,12,0,syracuse_university,accept,118,4,3.5
302,159,143,88,2.5,24,0,syracuse_university,accept,118,4,4
303,159,144,114,3.48,23,0,syracuse_university,accept,118,2.5,4
310,163,147,100,3.15,5,0,syracuse_university,accept,118,2,2.5
315,165,150,96,3.25,1,0,syracuse_university,accept,118,3,2.5
304,162,142,107,3.5,50,0,syracuse_university,accept,118,3.5,4
303,157,146,105,2.62,24,3,syracuse_university,accept,118,2,2
305,158,147,101,3.38,4,0,syracuse_university,accept,118,2.5,2
311,165,146,95,3.52,0,0,syracuse_university,accept,118,4,3.5
309,161,148,92,3.6,10,3,syracuse_university,accept,118,2.5,1.5
309,161,148,92,3.6,10,3,syracuse_university,accept,118,3.5,3
316,161,155,114,3.12,15,0,syracuse_university,accept,118,3,2
313,157,156,108,1.75,18,0,syracuse_university,accept,118,3.5,2.5
306,161,145,75,3.22,0,0,syracuse_university,accept,118,3,3.5
329,167,162,118,2.23,10,0,syracuse_university,accept,118,4.5,4
318,165,153,111,3.24,48,0,syracuse_university,accept,118,4,4.5
317,161,156,75,3.47,1,0,syracuse_university,accept,118,3,2.5
309,160,149,97,3.24,0,1,syracuse_university,accept,118,5,5
308,165,143,102,2.5,52,1,syracuse_university,accept,118,4,4
314,164,150,104,3.43,2,0,syracuse_university,accept,118,3.5,4
316,165,151,100,2.09,60,0,syracuse_university,accept,118,3,3
310,161,149,108,3.02,3,0,syracuse_university,accept,118,3.5,3.5
297,152,145,94,3.52,12,0,syracuse_university,accept,118,3,3
314,169,145,102,2.33,24,0,syracuse_university,accept,118,2.5,3.5
304,157,147,94,3.28,0,0,syracuse_university,accept,118,1.5,2
317,165,152,101,2.35,18,3,syracuse_university,accept,118,1.5,2
303,160,143,93,3.03,19,0,syracuse_university,accept,118,1.5,2
320,164,156,112,2.33,15,3,syracuse_university,accept,118,1,1
320,164,156,112,2.33,15,3,syracuse_university,accept,118,2,2
310,159,151,103,3.18,39,0,syracuse_university,accept,118,2.5,3
319,166,153,91,3.14,0,3,syracuse_university,accept,118,3,3.5
306,157,149,107,2.61,11,0,syracuse_university,accept,118,3.5,4
321,170,151,75,3.32,0,0,syracuse_university,accept,118,3,3.5
322,169,153,110,3.16,52,0,syracuse_university,accept,118,3.5,2.5
306,157,149,106,3.52,0,3,syracuse_university,accept,118,2.5,3
310,161,149,90,2.65,48,0,syracuse_university,accept,118,2,3.5
313,165,148,97,2.98,0,0,syracuse_university,accept,118,3.5,4
319,165,154,102,2.94,8,0,syracuse_university,accept,118,3.5,3.5
319,160,159,109,2.6,40,0,syracuse_university,accept,118,2.5,2
308,163,145,90,3.48,0,0,syracuse_university,accept,118,2,1.5
308,164,144,100,3.28,1,3,syracuse_university,accept,118,4,5
314,161,153,95,3.16,44,0,syracuse_university,accept,118,4,3.5
314,168,146,0,3.23,0,0,syracuse_university,accept,118,4.5,5
302,158,144,89,2.65,0,0,syracuse_university,accept,118,2.5,3
314,168,146,65,2.65,29,0,syracuse_university,accept,118,3.5,4
314,168,146,65,2.65,29,0,syracuse_university,accept,118,4.5,3
317,169,148,95,3.24,0,0,syracuse_university,accept,118,3.5,4.5
329,167,162,106,2.15,36,0,syracuse_university,accept,118,1,2.5
307,160,147,111,2.8,0,0,syracuse_university,accept,118,2,2
309,158,151,94,3.22,19,0,syracuse_university,accept,118,2,3
316,162,154,114,3.38,0,0,syracuse_university,accept,118,2.5,2.5
311,163,148,104,2.49,40,1,syracuse_university,accept,118,3.5,3
321,164,157,106,1.28,23,0,syracuse_university,accept,118,4.5,4
313,158,155,109,3.18,0,3,syracuse_university,accept,118,3,3
317,168,149,102,2.98,3,0,syracuse_university,accept,118,2,2.5
313,170,143,65,2.63,9,0,syracuse_university,accept,118,2,2.5
306,160,146,0,3.1,17,0,syracuse_university,accept,118,2.5,2
304,156,148,102,3.05,42,0,syracuse_university,accept,118,1.5,2
307,161,146,99,2.99,6,0,syracuse_university,accept,118,2,2.5
311,156,155,0,3.14,35,0,syracuse_university,accept,118,2.5,3
318,163,155,110,3.33,51,0,syracuse_university,accept,118,3.5,4
306,159,147,96,2.61,44,0,syracuse_university,accept,118,3,3.5
308,160,148,107,2.39,36,0,syracuse_university,accept,118,4.5,4
326,165,161,118,2.35,0,0,syracuse_university,accept,118,3,3.5
304,162,142,97,2.9,0,0,syracuse_university,accept,118,5,5
315,165,150,103,3.75,4,1,syracuse_university,accept,118,5,5
315,165,150,103,3.75,4,1,syracuse_university,accept,118,2.5,3.5
